episode,reward
0,275.0
1,-25.0
2,-25.0
3,75.0
4,-125.0
5,75.0
6,-25.0
7,-125.0
8,-125.0
9,-125.0
10,-125.0
11,-25.0
12,75.0
13,-25.0
14,-125.0
15,-25.0
16,225.0
17,-125.0
18,-125.0
19,-25.0
20,75.0
21,-125.0
22,75.0
23,-125.0
24,275.0
25,275.0
26,-125.0
27,75.0
28,375.0
29,-25.0
30,-125.0
31,-125.0
32,75.0
33,-25.0
34,75.0
35,-125.0
36,-125.0
37,-125.0
38,275.0
39,-125.0
40,-125.0
41,75.0
42,-125.0
43,-125.0
44,75.0
45,-125.0
46,-25.0
47,225.0
48,-125.0
49,-125.0
50,-25.0
51,-25.0
52,-25.0
53,225.0
54,225.0
55,-25.0
56,-125.0
57,-125.0
58,-25.0
59,1075.0
60,-125.0
61,-125.0
62,-125.0
63,275.0
64,-125.0
65,-125.0
66,-125.0
67,-125.0
68,75.0
69,-25.0
70,-125.0
71,-25.0
72,-25.0
73,-125.0
74,-25.0
75,225.0
76,-125.0
77,-25.0
78,75.0
79,-125.0
80,-25.0
81,-125.0
82,-25.0
83,-125.0
84,-125.0
85,-25.0
86,-125.0
87,-25.0
88,-25.0
89,-125.0
90,-125.0
91,-125.0
92,-125.0
93,-125.0
94,-25.0
95,-125.0
96,-25.0
97,-25.0
98,-125.0
99,-125.0
100,-125.0
101,-125.0
102,-25.0
103,-125.0
104,-125.0
105,-25.0
106,-25.0
107,-125.0
108,225.0
109,-25.0
110,75.0
111,-125.0
112,-125.0
113,-25.0
114,75.0
115,-25.0
116,-125.0
117,-25.0
118,-125.0
119,-25.0
120,-125.0
121,275.0
122,-125.0
123,-25.0
124,225.0
125,-125.0
126,-125.0
127,-125.0
128,225.0
129,-25.0
130,-125.0
131,-25.0
132,-25.0
133,-125.0
134,-125.0
135,-25.0
136,-125.0
137,-25.0
138,-125.0
139,225.0
140,-125.0
141,-25.0
142,-25.0
143,75.0
144,-25.0
145,-125.0
146,275.0
147,-25.0
148,-25.0
149,-125.0
150,-125.0
151,-25.0
152,-125.0
153,225.0
154,-125.0
155,75.0
156,-25.0
157,-125.0
158,-125.0
159,-125.0
160,-125.0
161,-25.0
162,75.0
163,225.0
164,-125.0
165,225.0
166,-125.0
167,-125.0
168,-125.0
169,-125.0
170,225.0
171,-125.0
172,-125.0
173,-125.0
174,-25.0
175,-125.0
176,-25.0
177,-125.0
178,225.0
179,-125.0
180,-125.0
181,-125.0
182,-25.0
183,-25.0
184,-125.0
185,-125.0
186,-25.0
187,-125.0
188,225.0
189,-125.0
190,-125.0
191,-25.0
192,75.0
193,-25.0
194,75.0
195,-25.0
196,-25.0
