#{"t_start": 1788105490.7061744, "env_id": "None"}
r,l,t
125.0,5,2.764877
-25.0,2,2.770705
-25.0,2,2.776388
25.0,3,2.784654
-75.0,1,2.787746
25.0,3,2.7961
-25.0,2,2.801907
-75.0,1,2.80501
-75.0,1,2.808268
-75.0,1,2.811271
-75.0,1,2.815281
-25.0,2,2.825734
25.0,3,2.840178
-25.0,2,2.846714
-75.0,1,2.849576
-25.0,2,2.855031
75.0,4,2.865414
-75.0,1,2.868127
-75.0,1,2.870703
-25.0,2,2.875923
25.0,3,2.88402
-75.0,1,2.886771
25.0,3,2.893898
-75.0,1,2.896465
175.0,6,2.911728
175.0,6,2.926684
-75.0,1,2.929429
25.0,3,2.937011
175.0,7,2.954214
-25.0,2,2.959368
-75.0,1,2.96198
-75.0,1,2.96473
25.0,3,2.972564
-25.0,2,2.977664
25.0,3,2.985375
-75.0,1,2.988235
-75.0,1,2.991139
-75.0,1,2.994151
175.0,6,3.009671
-75.0,1,3.012403
-75.0,1,3.015083
25.0,3,3.022442
-75.0,1,3.024956
-75.0,1,3.027736
25.0,3,3.035069
-75.0,1,3.037719
-25.0,2,3.042469
75.0,4,3.051884
-75.0,1,3.054507
-75.0,1,3.057442
-25.0,2,3.062907
-25.0,2,3.068212
-25.0,2,3.073516
75.0,4,3.083064
75.0,4,3.093491
-25.0,2,3.098769
-75.0,1,3.101759
-75.0,1,3.104515
-25.0,2,3.110115
875.0,14,3.141768
-75.0,1,3.144331
-75.0,1,3.146957
-75.0,1,3.149835
125.0,5,3.163006
-75.0,1,3.166092
-75.0,1,3.169324
-75.0,1,3.172517
-75.0,1,3.175709
25.0,3,3.184446
-25.0,2,3.19054
-75.0,1,3.193804
-25.0,2,3.199746
-25.0,2,3.205462
-75.0,1,3.208602
-25.0,2,3.214127
75.0,4,3.225491
-75.0,1,3.22829
-25.0,2,3.234077
25.0,3,3.242857
-75.0,1,3.246057
-25.0,2,3.251784
-75.0,1,3.254937
-25.0,2,3.261004
-75.0,1,3.2642
-75.0,1,3.266987
-25.0,2,3.2728
-75.0,1,3.275903
-25.0,2,3.281715
-25.0,2,3.28747
-75.0,1,3.290585
-75.0,1,3.293728
-75.0,1,3.297002
-75.0,1,3.300232
-75.0,1,3.303487
-25.0,2,3.309594
-75.0,1,3.31264
-25.0,2,3.318661
-25.0,2,3.324469
-75.0,1,3.327576
-75.0,1,3.330787
-75.0,1,3.33377
-75.0,1,3.336918
-25.0,2,3.342895
-75.0,1,3.346128
-75.0,1,3.34923
-25.0,2,3.355597
-25.0,2,3.361656
-75.0,1,3.364878
75.0,4,3.376661
-25.0,2,3.38268
25.0,3,3.391428
-75.0,1,3.394651
-75.0,1,3.397607
-25.0,2,3.403546
25.0,3,3.412315
-25.0,2,3.419928
-75.0,1,3.423874
-25.0,2,3.430402
-75.0,1,3.433588
-25.0,2,3.439276
-75.0,1,3.44223
175.0,6,3.459636
-75.0,1,3.463071
-25.0,2,3.468939
75.0,4,3.480443
-75.0,1,3.483407
-75.0,1,3.486375
-75.0,1,3.489292
75.0,4,3.500517
-25.0,2,3.50598
-75.0,1,3.509158
-25.0,2,3.514902
-25.0,2,3.52081
-75.0,1,3.523755
-75.0,1,3.52667
-25.0,2,3.532239
-75.0,1,3.535722
-25.0,2,3.541039
-75.0,1,3.543843
75.0,4,3.554173
-75.0,1,3.557
-25.0,2,3.56216
-25.0,2,3.567485
25.0,3,3.575547
-25.0,2,3.581434
-75.0,1,3.584299
175.0,6,3.600153
-25.0,2,3.605564
-25.0,2,3.610961
-75.0,1,3.613833
-75.0,1,3.617173
-25.0,2,3.622874
-75.0,1,3.625666
75.0,4,3.636072
-75.0,1,3.63904
25.0,3,3.64662
-25.0,2,3.651676
-75.0,1,3.654355
-75.0,1,3.657247
-75.0,1,3.660273
-75.0,1,3.663292
-25.0,2,3.668281
25.0,3,3.675929
75.0,4,3.685416
-75.0,1,3.688188
75.0,4,3.697813
-75.0,1,3.700745
-75.0,1,3.703643
-75.0,1,3.706768
-75.0,1,3.709645
75.0,4,3.719965
-75.0,1,3.722837
-75.0,1,3.725673
-75.0,1,3.728601
-25.0,2,3.733893
-75.0,1,3.736688
-25.0,2,3.742066
-75.0,1,3.744694
75.0,4,3.754785
-75.0,1,3.757527
-75.0,1,3.760433
-75.0,1,3.763258
-25.0,2,3.76872
-25.0,2,3.773576
-75.0,1,3.776077
-75.0,1,3.778745
-25.0,2,3.783943
-75.0,1,3.786701
75.0,4,3.79618
-75.0,1,3.798766
-75.0,1,3.801468
-25.0,2,3.806418
25.0,3,3.813725
-25.0,2,3.818659
25.0,3,3.826515
-25.0,2,3.831692
-25.0,2,3.837635
-75.0,1,3.841031
175.0,6,3.858901
-75.0,1,3.861759
-25.0,2,3.867036
-25.0,2,3.872273
-75.0,1,3.874991
-75.0,1,3.877753
-75.0,1,3.880575
-75.0,1,3.883316
25.0,3,3.890833
-75.0,1,3.893619
25.0,3,3.901076
25.0,3,3.909759
-25.0,2,3.915323
75.0,4,3.925778
-75.0,1,3.928655
-25.0,2,3.934022
-75.0,1,3.936872
75.0,4,3.946808
-25.0,2,3.952204
-75.0,1,3.955181
-25.0,2,3.960873
-75.0,1,3.963984
-25.0,2,3.969382
-75.0,1,3.972152
25.0,3,3.979632
-75.0,1,3.98246
-75.0,1,3.985304
-75.0,1,3.98805
-25.0,2,3.993289
-25.0,2,3.998463
75.0,4,4.008208
25.0,3,4.016956
-75.0,1,4.020004
-75.0,1,4.023061
75.0,4,4.034625
-25.0,2,4.041521
-25.0,2,4.047682
-75.0,1,4.050793
-25.0,2,4.056916
-25.0,2,4.062435
175.0,6,4.078051
175.0,6,4.092991
-75.0,1,4.096512
-25.0,2,4.102126
-25.0,2,4.108011
75.0,4,4.118728
-75.0,1,4.121547
125.0,5,4.134536
-25.0,2,4.140119
125.0,5,4.153253
-75.0,1,4.156003
-25.0,2,4.161484
75.0,4,4.844037
125.0,5,4.857852
-75.0,1,4.860855
-75.0,1,4.863799
-75.0,1,4.866661
-25.0,2,4.87199
25.0,3,4.88133
-75.0,1,4.884481
-75.0,1,4.887382
-75.0,1,4.89027
-75.0,1,4.892935
-25.0,2,4.898597
25.0,3,4.908065
175.0,7,4.928386
-25.0,2,4.934726
25.0,3,4.943065
-25.0,2,4.948265
-25.0,2,4.953161
