#{"t_start": 1788994989.4793754, "env_id": "None"}
r,l,t
1.25,5,11.051489
-0.75,1,11.054233
-1.25,3,11.061875
0.25,3,11.069297
0.75,4,11.079749
1.75,6,11.096866
0.75,4,11.107313
1.25,5,11.120161
-0.25,2,11.125225
-0.25,2,11.130443
-0.25,2,11.135648
-0.25,2,11.140877
0.75,4,11.15005
0.25,3,11.158197
-0.25,2,11.163607
-0.25,2,11.169046
1.75,6,11.183553
-0.25,2,11.188409
-4.25,6,11.204116
4.75,12,11.234863
-0.75,1,11.237688
-0.25,2,11.243046
1.25,5,11.25519
2.75,8,11.274538
-0.25,2,11.279536
0.25,3,11.287958
2.75,8,11.309118
-0.25,2,11.316046
1.25,5,11.332259
-0.25,2,11.338296
-0.75,1,11.341511
-0.75,1,11.344707
1.25,5,11.363186
2.75,8,11.38341
-0.25,2,11.390111
-0.75,1,11.39414
0.75,4,11.405333
-0.25,2,11.410617
0.75,4,11.422885
0.75,1,11.425769
0.75,4,11.435956
1.75,6,11.451954
-4.25,6,11.467018
3.25,9,11.489377
-0.75,1,11.492175
4.25,8,11.511882
4.75,9,11.850381
0.75,1,11.85324
0.25,3,11.861265
0.75,1,11.864261
-0.25,2,11.871061
0.25,3,11.879657
0.75,1,11.883086
1.25,8,11.906591
-1.25,3,11.916179
2.75,5,11.929532
-0.75,1,11.932412
-0.75,1,11.935212
-0.75,1,11.938117
3.75,11,11.96629
2.75,8,11.988669
-0.25,2,11.994268
1.75,6,12.011528
-0.25,2,12.017514
-0.25,2,12.023221
2.75,8,12.044708
-0.25,2,12.050261
1.75,6,12.066879
1.25,5,12.081631
-0.25,2,12.088993
0.75,4,12.101413
0.25,3,12.110444
-0.75,1,12.113818
-0.25,2,12.119873
0.75,1,12.122936
2.75,5,12.137577
-0.25,2,12.14346
0.75,1,12.146452
0.25,3,12.154423
0.75,1,12.157215
-0.25,2,12.162369
0.75,4,12.172529
-0.25,2,12.177865
-0.25,11,12.207213
-0.75,1,12.210372
-8.25,10,12.235979
-0.75,1,12.238701
2.25,7,12.257345
-0.25,2,12.263075
-0.75,1,12.265857
-0.25,2,12.271093
-0.25,2,12.276555
-1.25,1,12.279178
4.25,11,12.307214
0.75,1,12.311162
0.25,3,12.319264
0.25,3,12.328091
-0.25,2,12.33345
6.25,12,12.364659
-0.75,1,12.367497
-2.25,4,12.377891
1.75,6,12.39285
-2.25,4,12.40262
0.75,4,12.412989
0.75,4,12.423674
-0.75,1,12.427209
-0.75,1,12.430228
-14.25,16,12.469901
0.25,3,12.477651
1.75,6,12.492906
-0.75,1,12.495658
0.75,1,12.498373
0.25,3,12.505897
-2.75,21,12.55837
0.25,3,12.566065
2.25,7,12.583626
-0.75,1,12.5863
3.25,9,12.609524
-1.25,3,12.617
-0.25,2,12.621928
3.25,9,12.644167
-0.25,2,12.649725
-1.25,3,12.657942
-0.25,2,12.663399
-0.75,1,12.666224
0.75,4,12.676295
-0.75,1,12.679101
0.25,3,12.686594
1.25,5,12.698484
0.25,3,12.706272
-0.25,2,12.711549
-0.25,2,12.716894
-1.25,6,12.731773
0.25,3,12.739301
-2.25,4,12.749457
0.75,4,12.75998
0.75,1,12.763161
1.25,5,12.777887
2.75,8,12.799018
-0.75,1,12.805857
-0.25,2,12.814183
2.25,7,12.832716
0.25,3,12.840421
1.25,5,12.852913
3.75,10,12.881138
-0.75,1,12.884086
0.25,3,12.892201
4.25,10,12.919077
0.25,3,12.926879
0.25,3,12.934877
-0.25,2,12.940234
-0.75,1,12.943015
3.25,9,12.965941
-0.75,1,12.968878
0.75,1,12.97176
-0.75,1,12.974675
-0.75,1,12.97784
-0.25,2,12.983743
1.75,7,13.001938
2.25,7,13.01995
-1.25,3,13.027889
2.75,8,13.046932
-1.25,3,13.054557
2.75,8,13.074947
-0.75,1,13.077992
-2.25,4,13.088876
-0.75,1,13.092124
-0.75,1,13.095306
1.25,5,13.108429
2.75,7,13.126407
0.25,3,13.13448
0.25,3,13.142058
-0.75,1,13.145028
3.75,10,13.168993
0.75,1,13.171716
-0.75,1,13.17443
0.25,3,13.181835
-0.75,1,13.18458
0.75,1,13.187276
-0.25,2,13.192078
-0.75,1,13.194725
-0.25,2,13.200213
0.75,1,13.203279
0.75,1,13.20644
-0.75,1,13.52153
-0.75,1,13.524582
-3.25,5,13.537862
0.25,3,13.545935
-0.75,1,13.548782
0.75,1,13.551869
0.75,1,13.554919
0.25,3,13.563044
-0.75,1,13.565994
1.25,5,13.579164
-0.25,2,13.584747
0.25,3,13.592829
0.25,3,13.600864
1.25,5,13.613906
1.75,6,13.629388
-0.75,1,13.632302
0.25,3,13.640509
-0.25,2,13.646139
1.75,6,13.661634
0.75,3,13.669659
4.25,11,13.695814
-0.25,2,13.701347
-0.25,2,13.706645
0.75,1,13.709415
-0.25,2,13.714627
-0.75,1,13.717429
0.25,3,13.725134
6.5,13,13.756463
-0.75,1,13.75932
0.75,1,13.762093
-0.75,1,13.764793
2.25,7,13.783129
-0.75,1,13.785874
0.25,3,13.793496
-0.25,2,13.798697
-0.75,1,13.80143
3.25,9,13.82664
3.75,10,13.853353
1.25,5,13.866146
-0.75,1,13.86901
-1.25,3,13.876748
6.0,12,13.907223
-0.25,2,13.912638
8.25,19,13.961954
0.25,3,13.969814
1.75,4,13.980146
0.75,1,13.982936
0.75,1,13.985921
1.25,5,14.000026
0.75,4,14.010302
-0.75,1,14.013125
3.75,4,14.023361
1.75,6,14.038384
1.25,5,14.051291
6.75,16,14.091245
-0.75,1,14.094256
-3.25,5,14.107937
-2.75,12,14.137735
-0.75,1,14.140509
4.25,11,14.168249
6.25,15,14.205794
1.75,6,14.222033
-0.75,1,14.224907
4.75,12,14.255974
1.25,5,14.268897
-0.25,2,14.274163
-0.75,1,14.276909
1.75,4,14.287022
0.75,4,14.29704
2.25,6,14.311522
-1.25,3,14.31946
-0.25,2,14.324855
0.75,1,14.327676
8.75,20,14.377785
-0.75,1,14.380733
-1.25,3,14.388505
9.25,17,14.431651
1.75,6,14.448266
-0.75,1,14.451388
-0.25,2,14.456643
-1.25,1,14.459297
0.75,1,14.462294
0.75,1,14.465132
0.75,4,14.475659
-0.75,1,14.478496
0.75,4,14.488456
2.75,8,14.508101
-0.75,1,14.510701
-0.25,2,14.515591
-0.25,2,14.52152
-0.75,1,14.524448
0.75,4,14.534883
-0.25,2,14.539909
3.25,9,14.562029
0.75,4,14.573028
0.25,3,14.580895
0.75,1,14.583733
0.75,1,14.586564
-0.25,2,14.591449
0.75,4,14.601617
-1.25,3,14.609768
-0.25,2,14.615204
1.25,5,14.627537
0.75,5,14.639586
-0.25,2,14.645126
3.25,9,14.667993
-0.25,2,14.674266
-3.75,4,14.684674
-2.25,4,14.695131
0.75,4,14.705763
1.25,5,14.718682
-0.75,1,14.721407
-0.25,2,14.72681
1.75,6,14.743149
1.25,5,14.757166
7.75,18,14.806517
0.75,4,14.817079
-0.75,1,14.819819
-0.75,1,14.822611
0.75,1,14.825537
2.25,7,14.843446
0.75,1,14.84615
9.25,21,15.241364
2.75,8,15.266403
8.25,19,15.323276
0.25,3,15.332623
0.75,4,15.344617
1.25,5,15.361051
7.25,16,15.402608
12.25,26,15.467217
-0.25,2,15.472454
1.75,6,15.487468
-0.25,2,15.492837
0.75,4,15.503067
-0.25,2,15.508128
-0.75,1,15.510896
-2.25,4,15.520972
4.25,12,15.55033
-0.75,1,15.552987
-0.25,2,15.558023
-0.75,1,15.560637
0.25,3,15.568096
-0.75,1,15.570889
1.25,5,15.584008
-0.25,11,15.611971
0.25,3,15.619939
5.25,14,15.65578
1.75,6,15.671283
0.75,4,15.681712
-0.25,2,15.687438
1.25,5,15.700399
-0.25,2,15.705603
0.25,3,15.713069
5.75,10,15.737345
-0.25,2,15.742995
5.75,14,15.782165
-0.25,2,15.788287
-0.75,1,15.79156
7.25,17,15.835238
