#{"t_start": 1789001687.9922652, "env_id": "None"}
r,l,t
-0.25,2,7.584237
1.75,6,7.603872
-0.25,2,7.610367
0.25,3,7.619576
-0.75,1,7.622796
-1.25,1,7.625633
0.75,4,7.637392
-0.75,1,7.641509
-1.25,3,7.649889
0.75,4,7.660559
-0.25,2,7.668462
2.25,7,7.688089
0.25,3,7.696751
-0.75,1,7.702011
2.75,8,7.737325
0.25,4,7.754435
0.25,3,7.764928
1.75,6,7.785099
1.25,5,7.800217
0.75,1,7.80351
-0.75,1,7.80661
-0.25,2,7.812567
2.25,6,7.827404
1.25,5,7.840517
-0.25,2,7.845639
3.75,10,7.871032
-0.25,2,7.876665
0.75,1,7.879408
-0.25,2,7.885005
-0.25,2,7.890598
-0.75,1,7.893271
-4.25,6,7.908641
-0.75,1,7.911541
-4.25,6,7.926791
-0.75,1,7.930096
3.75,10,7.956007
2.75,8,7.976647
0.75,1,7.979692
-0.25,2,7.98485
7.25,17,8.031842
-1.25,1,8.035591
-0.25,2,8.042949
0.75,1,8.047646
0.25,3,8.060453
-0.25,2,8.066722
-0.25,2,8.073089
3.25,7,8.097707
-0.25,2,8.103805
0.25,3,8.1137
-0.25,2,8.120378
-0.75,1,8.123564
0.25,3,8.131476
2.25,7,8.149141
-0.75,1,8.15172
-2.25,7,8.171596
0.25,3,8.181178
0.75,3,8.191259
0.25,3,8.200965
-2.75,6,8.220274
-0.75,1,8.22335
-0.75,1,8.22685
-0.25,2,8.233661
0.25,3,8.243212
-0.25,2,8.249848
0.75,1,8.25353
0.25,3,8.263251
-1.25,1,8.266875
-0.75,1,8.270407
-0.75,1,8.274468
-1.25,1,8.277836
1.25,5,8.294142
3.25,9,8.320852
-1.25,3,8.330357
2.75,8,8.354246
0.75,4,8.366452
0.25,3,8.375654
0.25,3,8.386147
-0.25,2,8.393708
-0.75,1,8.397002
-0.75,1,8.400359
-2.25,4,8.413344
-0.75,1,8.416494
0.75,1,8.420063
-0.25,5,8.435297
1.25,5,8.450406
0.25,3,8.458696
-0.25,2,8.464416
-0.25,2,8.470816
0.25,3,8.480509
0.25,3,8.490695
-0.25,2,8.497051
1.25,5,8.512229
0.25,3,8.522081
-8.25,10,8.554089
0.25,3,8.563593
-3.25,5,8.578676
-0.75,1,8.582394
-0.75,1,8.585585
-3.25,5,8.602092
1.25,5,8.617378
-4.25,6,8.633448
-0.25,2,8.638958
-0.75,1,8.641782
1.75,6,8.657483
-0.25,2,8.663085
-0.25,2,8.668859
-0.75,1,8.671833
-0.25,2,8.677616
0.75,1,8.680797
-0.25,2,8.687267
-0.75,1,8.690317
-0.75,1,8.693438
-0.75,1,8.696674
1.25,5,8.710742
-0.75,1,8.713958
0.25,3,8.723092
-0.75,1,8.725869
0.75,1,9.069476
-0.25,2,9.074992
0.25,3,9.082798
1.25,5,9.095643
-0.25,2,9.101021
-0.25,2,9.106309
3.25,9,9.129846
-0.75,1,9.132818
-0.25,2,9.139733
1.75,3,9.149214
2.25,7,9.172317
-0.25,2,9.179518
-0.75,1,9.182981
0.25,3,9.192643
-0.25,2,9.197878
0.25,3,9.20616
-0.75,1,9.209167
0.25,3,9.218213
0.25,3,9.227508
0.75,1,9.230682
0.75,1,9.233935
-0.25,2,9.239172
0.25,3,9.24733
-0.25,2,9.252302
0.25,3,9.260262
-2.25,4,9.274104
-2.25,4,9.287248
0.25,3,9.296609
0.25,3,9.304621
3.75,8,9.325038
-0.25,2,9.330055
-0.25,2,9.335545
1.75,6,9.352044
-0.25,2,9.357548
-0.25,2,9.362814
-0.75,1,9.365359
2.25,4,9.376232
0.75,1,9.379046
-0.75,1,9.382176
7.5,15,9.421287
-0.25,2,9.426434
-0.75,1,9.42902
-0.25,2,9.434445
-1.25,3,9.442325
0.25,3,9.449959
-0.25,2,9.455218
-0.25,2,9.460599
3.75,10,9.486095
2.25,4,9.49679
-0.75,1,9.500028
-0.25,2,9.505626
0.75,4,9.516124
-0.75,1,9.518821
0.75,1,9.521932
0.75,4,9.531827
0.25,3,9.539706
-3.75,4,9.550017
-0.25,2,9.555237
0.75,4,9.565725
-0.75,1,9.568517
0.75,4,9.579196
-1.25,1,9.581922
-0.25,2,9.587232
1.25,5,9.60009
6.75,10,9.626584
-0.25,2,9.631833
1.75,6,9.649563
-2.25,7,9.667629
1.25,5,9.680203
0.75,1,9.683298
-0.25,2,9.688544
3.25,9,9.714619
-0.25,2,9.720879
-0.75,1,9.723652
-0.25,2,9.729162
-0.25,2,9.737327
-0.75,1,9.740212
1.75,6,9.755672
-0.75,1,9.758713
4.25,11,9.787838
0.25,3,9.795751
0.75,1,9.798425
0.75,1,9.801436
0.75,1,9.804461
2.25,7,9.822877
-7.25,9,9.847848
1.25,5,9.863192
4.75,12,9.893281
-0.75,1,9.896481
1.25,5,9.909163
0.75,4,9.918986
-0.75,1,9.921628
1.25,5,9.93428
1.25,5,9.949279
2.75,8,9.975485
-1.25,3,9.984693
-0.25,2,9.990371
0.75,4,10.001386
0.25,3,10.009086
-0.75,1,10.011713
-0.25,2,10.01695
3.25,9,10.039958
-0.75,1,10.04287
2.25,7,10.061836
1.25,5,10.075065
-1.25,1,10.078075
-0.75,1,10.080774
-0.25,2,10.086117
-0.75,1,10.088657
-0.75,1,10.091496
-0.25,2,10.097001
0.75,4,10.107187
-5.25,7,10.124776
-0.25,2,10.129876
-0.25,2,10.134773
2.75,8,10.154673
0.25,3,10.162413
-0.25,2,10.167205
2.25,7,10.184564
-0.75,1,10.187339
1.75,5,10.199969
0.25,3,10.207858
-0.75,1,10.210654
-0.75,1,10.213517
1.25,5,10.226085
2.75,8,10.245308
-0.75,1,10.248046
-1.25,3,10.255789
0.25,3,10.264266
-0.25,2,10.269933
-0.75,1,10.272824
0.75,1,10.275647
-2.25,4,10.286958
0.75,4,10.297357
0.75,4,10.307678
0.75,4,10.31809
-0.75,1,10.320858
-0.75,1,10.323694
-0.25,2,10.32898
0.75,1,10.331706
-0.25,2,10.336962
-0.25,2,10.34219
5.25,13,10.374836
0.25,3,10.38313
10.25,17,10.425273
-1.25,3,10.43226
-0.25,2,10.437226
0.25,3,10.444649
-0.25,2,10.449837
9.5,13,10.789219
-1.25,3,10.797139
-0.25,2,10.802379
0.75,4,10.81187
2.75,8,10.830548
0.75,1,10.833174
6.75,12,10.86153
1.75,6,10.878348
-0.75,1,10.88102
0.25,3,10.888794
-0.75,1,10.891304
3.75,10,10.914527
-0.75,1,10.917228
-0.75,1,10.919748
-3.25,5,10.931523
-4.25,6,10.946247
1.25,5,10.959604
1.75,4,10.9703
3.75,7,10.98802
-0.25,2,10.993167
-0.25,2,10.998279
-0.75,1,11.000884
-0.25,2,11.005992
-0.25,2,11.011199
-0.25,2,11.016005
-4.75,8,11.03581
0.75,1,11.038469
0.25,4,11.048308
3.75,7,11.065434
12.25,24,11.125987
4.75,12,11.156717
0.75,1,11.159467
0.25,3,11.166946
1.75,6,11.182865
0.75,3,11.190639
-0.75,1,11.193339
-1.25,3,11.201209
7.25,14,11.236577
-0.25,2,11.241579
1.25,5,11.253105
-0.25,2,11.257714
-0.75,1,11.260247
3.25,9,11.28209
2.25,10,11.308704
-0.75,1,11.311542
-0.25,2,11.316859
3.75,10,11.341544
-0.75,10,11.366247
-3.25,5,11.37879
0.75,4,11.388937
-0.75,1,11.392069
0.75,4,11.402228
0.75,1,11.404813
0.25,3,11.412387
5.75,14,11.445238
0.25,3,11.452677
0.25,3,11.460071
-3.25,8,11.479371
-0.25,2,11.484169
