#{"t_start": 1788536881.910652, "env_id": "None"}
r,l,t
-25.0,5,2.529256
25.0,2,2.534291
-25.0,2,2.53932
-125.0,3,2.547138
75.0,1,2.54997
25.0,3,2.557477
25.0,2,2.562712
75.0,1,2.565512
-75.0,1,2.568311
-75.0,1,2.57121
75.0,1,2.574055
-25.0,2,2.579206
25.0,3,2.586373
-25.0,2,2.59122
-75.0,1,2.593773
-25.0,2,2.59832
125.0,4,2.607362
-75.0,1,2.609783
-75.0,1,2.612083
-25.0,2,2.616444
175.0,3,2.622932
-75.0,1,2.625236
-125.0,3,2.63148
-75.0,1,2.633895
225.0,6,2.64712
175.0,6,2.662021
-75.0,1,2.664945
25.0,3,2.673287
475.0,7,2.689894
-25.0,2,2.69455
75.0,1,2.696914
-75.0,1,2.69925
-125.0,3,2.705838
-25.0,2,2.710196
25.0,3,2.716592
-75.0,1,2.719501
-75.0,1,2.722175
75.0,1,2.72471
175.0,6,2.737417
-75.0,1,2.739781
-125.0,1,2.742459
50.0,1,2.745152
-25.0,2,2.750264
-75.0,1,2.752888
-75.0,1,2.755489
100.0,2,2.76047
-75.0,1,2.763266
-75.0,1,2.766079
-25.0,2,2.771437
75.0,4,2.781152
-75.0,1,2.783787
75.0,1,2.786475
-25.0,2,2.791311
-25.0,2,2.795969
-25.0,2,2.800537
225.0,4,2.808982
-125.0,6,2.821271
-75.0,1,2.823661
75.0,1,2.825992
-25.0,2,2.830271
400.0,8,2.847462
25.0,6,2.861668
75.0,1,2.864337
-75.0,1,2.867102
-75.0,1,2.869922
-25.0,5,2.881967
-75.0,1,2.884789
-75.0,1,2.887471
75.0,1,2.89014
-75.0,1,2.892633
175.0,3,2.899428
125.0,2,2.904546
75.0,1,2.907117
-175.0,2,2.91179
-25.0,2,2.9165
-75.0,1,2.918966
-175.0,2,2.923639
75.0,4,2.932609
-75.0,1,2.93494
-25.0,2,2.939403
25.0,3,2.946958
-75.0,1,2.949787
-25.0,2,2.955081
-75.0,1,2.957849
-25.0,2,2.963127
-75.0,1,2.966004
-75.0,1,2.968833
-25.0,2,2.974508
-75.0,1,2.977598
125.0,2,2.983708
-25.0,2,2.989385
-125.0,1,2.992126
75.0,1,2.994717
-75.0,1,2.997241
-75.0,1,2.999776
-75.0,1,3.002245
-175.0,2,3.00695
-75.0,1,3.009391
-25.0,2,3.014146
-25.0,2,3.018793
-125.0,1,3.02124
-75.0,1,3.023821
-75.0,1,3.026386
-75.0,1,3.029052
50.0,1,3.031764
75.0,1,3.034622
-75.0,1,3.037262
75.0,1,3.040195
75.0,4,3.049838
75.0,1,3.052739
50.0,1,3.05553
-275.0,3,3.063126
125.0,2,3.068349
25.0,3,3.076362
75.0,1,3.079271
-75.0,1,3.082178
-25.0,2,3.087189
25.0,3,3.094384
-25.0,2,3.099059
-75.0,1,3.101517
125.0,2,3.106118
-75.0,1,3.108585
-175.0,2,3.113132
-75.0,1,3.115575
175.0,6,3.128663
75.0,1,3.131205
-25.0,2,3.135798
125.0,4,3.144803
-125.0,1,3.14732
-75.0,1,3.150112
-75.0,1,3.152966
225.0,4,3.163108
-25.0,2,3.168378
-75.0,1,3.171141
-25.0,2,3.176386
-25.0,2,3.181652
-75.0,1,3.184392
-75.0,1,3.187226
-25.0,2,3.192419
-75.0,1,3.195251
-25.0,2,3.200126
-75.0,1,3.202567
75.0,4,3.211109
75.0,1,3.213424
-25.0,2,3.218052
-25.0,2,3.222694
25.0,3,3.229154
125.0,2,3.233705
-75.0,1,3.236111
175.0,6,3.248864
25.0,2,3.253873
-25.0,2,3.259098
-125.0,1,3.261763
-75.0,1,3.264475
-25.0,2,3.269484
-75.0,1,3.272166
175.0,4,3.282369
-75.0,1,3.285286
25.0,3,3.292685
-175.0,2,3.297813
-75.0,1,3.300329
75.0,1,3.302821
75.0,1,3.305376
-75.0,1,3.307891
-25.0,2,3.312592
75.0,3,3.319441
225.0,4,3.328542
-75.0,1,3.331234
225.0,4,3.340636
-75.0,1,3.343215
-75.0,1,3.345802
-75.0,1,3.348304
-75.0,1,3.351137
-375.0,4,3.361724
-75.0,1,3.364493
75.0,1,3.367305
-75.0,1,3.370074
-25.0,2,3.375356
-125.0,1,3.378256
-25.0,2,3.383528
75.0,1,3.386291
75.0,4,3.395885
-75.0,1,3.398427
75.0,1,3.400943
-75.0,1,3.403358
-25.0,2,3.408004
125.0,2,3.412811
-75.0,1,3.415372
25.0,3,3.422175
-75.0,1,3.42457
-225.0,4,3.433436
-75.0,1,3.435972
-75.0,1,3.438377
-175.0,2,3.443048
25.0,3,3.449583
-25.0,2,3.4548
