#{"t_start": 1789430726.8287349, "env_id": "None"}
r,l,t
-0.25,2,22.50984
-0.75,2,22.525452
-0.25,1,22.533496
0.75,1,22.541883
-0.75,1,22.55008
-0.75,1,22.557997
-0.25,1,22.566078
-2.75,3,22.588202
-2.25,3,22.611217
-0.75,1,22.619525
-0.25,2,22.635516
-1.25,2,22.651391
-0.25,2,22.666472
-0.25,1,22.673631
-0.25,2,22.688505
-0.75,3,22.71222
-0.25,2,22.72718
-0.25,2,22.742206
-0.75,4,22.772065
-0.75,1,22.780859
0.75,4,22.812723
-0.25,2,22.828721
0.25,3,22.851421
0.25,3,22.873564
-0.75,1,22.881529
-0.75,1,22.888834
0.25,3,22.910951
-0.75,1,22.919125
-1.25,1,22.928003
-0.25,2,22.943082
-0.25,1,22.951387
1.25,5,22.986822
-0.75,1,22.995058
-1.25,3,23.016809
0.25,3,23.0406
0.25,3,23.061347
0.75,1,23.069165
-0.75,1,23.077475
-1.25,3,23.099998
-0.25,1,23.108214
0.75,1,23.11732
0.75,4,23.148828
-0.75,1,23.156694
-0.25,2,23.171018
-1.75,2,23.18641
-0.25,2,23.201764
0.75,1,23.210176
-0.75,1,23.218466
-0.25,2,23.233847
-0.25,2,23.248618
0.75,3,23.270428
-0.75,1,23.279983
-0.75,1,23.289745
-0.25,2,23.306024
-0.25,2,23.322012
-1.25,2,23.338313
-0.75,1,23.347481
-1.25,1,23.35584
-1.25,2,23.366473
0.75,1,23.372057
0.75,1,23.378109
-1.25,2,23.388984
-0.75,6,23.425937
2.75,8,23.469433
-0.75,1,23.476234
-0.75,1,23.484595
-0.75,1,23.492511
-0.75,1,23.500995
-0.75,1,23.509139
-0.25,2,23.524187
-0.25,2,23.542088
-0.75,2,23.553589
-1.25,1,23.559527
-0.75,1,23.565798
1.75,6,23.597689
-0.75,1,23.60325
-0.75,1,23.609796
-0.75,1,23.615837
-0.75,1,23.621768
-0.25,2,23.633014
-0.75,1,23.638865
-0.25,2,23.650855
0.25,3,23.668273
-0.75,2,23.68089
-0.25,2,23.692186
-0.25,1,23.697818
0.25,3,23.714519
-0.75,1,23.719878
-0.75,1,23.725499
-0.75,1,23.731624
-0.75,1,23.737707
-1.25,1,23.743526
0.75,1,23.749325
-2.25,4,23.771619
-0.75,2,23.78256
0.25,3,23.797962
0.25,3,23.815061
-0.25,2,23.82624
-0.75,1,23.832324
0.25,3,23.855325
-0.25,1,23.865556
-0.25,2,23.882287
0.75,3,23.897889
-0.75,1,23.903635
-0.75,1,23.909189
-0.25,2,23.920364
-0.75,1,23.927982
-0.75,1,23.935824
0.25,6,23.970776
1.75,6,24.007612
3.25,9,24.058119
-0.75,1,24.063683
-0.25,1,24.070488
0.75,4,24.092634
-0.25,3,24.108965
-1.25,2,24.119726
0.25,3,24.867733
-1.25,2,24.882848
-0.75,2,24.899333
-0.25,1,24.907279
0.25,3,24.931644
-0.75,1,24.940936
-0.75,1,24.94927
-0.75,1,24.957617
0.75,4,24.988363
-0.75,7,25.047399
-0.25,1,25.055852
0.25,3,25.079137
-0.25,2,25.094556
1.75,3,25.11739
0.75,1,25.124966
-0.75,1,25.134101
-0.25,1,25.142789
-0.75,1,25.152176
-0.75,1,25.159808
