#{"t_start": 1789380743.2197962, "env_id": "None"}
r,l,t
-0.25,1,7.697794
-0.25,1,7.701027
-0.25,1,7.704442
-0.25,2,7.710792
-0.25,1,7.714143
-0.25,1,7.717456
-0.25,1,7.720938
-0.25,1,7.724314
0.75,4,7.735756
-0.25,1,7.738906
-0.25,4,7.750904
-0.25,1,7.754327
-0.25,4,7.766603
-0.25,1,7.769879
0.25,1,7.773079
-0.25,1,7.776307
0.25,1,7.779508
-0.25,1,7.782756
-0.25,4,7.79443
-0.25,1,7.797734
-0.75,1,7.801141
-0.25,3,7.810076
-0.25,1,7.813149
0.25,1,7.816379
-0.25,1,7.819824
-0.75,1,7.823037
-1.25,3,7.832393
-0.25,2,7.838851
-0.25,1,7.842144
-0.25,1,7.845386
-0.75,3,7.854036
-0.25,1,7.857213
0.25,1,7.860177
0.25,1,7.863196
-0.25,5,7.877577
-0.25,2,7.883578
-0.25,1,7.886615
-0.25,2,7.892593
-0.25,3,7.901253
-0.75,2,7.9069
-0.25,2,7.912522
-0.25,2,7.918031
-0.25,1,7.920992
-0.25,2,7.926612
-0.25,1,7.929553
-0.25,1,7.932664
0.25,1,7.935563
-0.25,1,7.938651
0.25,2,7.944211
-0.25,2,7.949811
-0.25,2,7.955854
-0.25,1,7.959354
0.25,1,7.962526
-0.25,2,7.968367
-0.25,3,7.976716
-0.25,4,7.987766
-0.25,1,7.990894
-0.25,2,7.996722
-0.25,3,8.006138
-0.25,2,8.012585
-0.25,1,8.016087
-0.25,1,8.019378
-0.25,2,8.025677
-0.25,2,8.03199
-0.25,1,8.035332
-0.25,2,8.042098
0.25,1,8.045594
-0.25,2,8.052384
-0.25,5,8.066723
-0.25,1,8.070061
0.25,1,8.073141
-0.25,1,8.07627
-0.25,1,8.079241
-0.25,3,8.089629
-0.75,1,8.092917
-0.75,1,8.096331
-0.25,1,8.099584
-0.25,2,8.105628
0.25,2,8.111997
0.25,1,8.115308
-0.25,2,8.121398
0.25,1,8.124588
-0.25,2,8.130397
-0.25,1,8.133336
-0.25,1,8.136347
-0.25,1,8.139425
1.25,5,8.153416
-0.25,1,8.156548
-0.25,3,8.164733
0.25,1,8.167787
-0.25,1,8.56739
-0.75,2,8.573332
-0.25,3,8.582699
-0.25,5,8.597481
-0.25,1,8.600903
-0.75,1,8.604286
-0.25,1,8.607623
-0.25,1,8.610735
-0.25,3,8.620036
-0.25,1,8.623899
-0.25,1,8.628031
-0.25,4,8.639862
-0.25,1,8.643057
0.25,1,8.646156
-0.25,1,8.649254
-0.25,3,8.657853
0.0,3,8.666716
-0.25,3,8.675679
0.25,1,8.678901
-0.25,1,8.682168
-0.25,1,8.685431
-0.25,1,8.688457
-0.25,3,8.696898
-0.25,2,8.702423
-0.25,1,8.705746
-0.25,2,8.7118
-0.25,1,8.714944
-0.25,3,8.723206
-0.25,1,8.726133
-0.25,2,8.731678
-0.25,1,8.734525
-0.25,1,8.73743
-0.25,1,8.74063
-0.25,1,8.743545
-0.25,3,8.752784
-0.25,2,8.758771
-0.25,2,8.764575
-0.25,1,8.767597
0.25,4,8.779599
-0.25,4,8.79158
0.25,1,8.794799
-0.25,2,8.800847
0.25,3,8.809827
-0.25,2,8.815722
-0.25,1,8.818593
-0.25,2,8.824108
-0.25,1,8.827331
-0.25,1,8.830328
0.25,1,8.833225
-0.25,2,8.838987
-0.25,2,8.844849
-0.25,5,8.859029
-0.25,1,8.862134
0.25,1,8.865194
-0.25,1,8.868501
-0.25,2,8.874372
0.25,1,8.877275
-0.25,4,8.88806
0.25,1,8.891213
-0.25,1,8.894151
-0.25,1,8.89719
0.25,5,8.914391
-0.25,1,8.917434
-0.25,2,8.923313
-0.25,1,8.926451
0.25,1,8.929519
-0.25,1,8.932569
-0.25,2,8.938442
-0.25,3,8.946911
-0.25,1,8.949955
-0.25,2,8.955708
-0.25,3,8.964699
-0.75,3,8.973856
-0.25,2,8.9795
-0.25,2,8.98544
3.0,6,9.003259
-0.25,4,9.014578
-0.25,2,9.020616
-0.25,2,9.02634
-0.25,1,9.029268
-0.25,2,9.034962
0.75,4,9.045722
-0.25,1,9.048584
-0.25,1,9.05156
-0.25,2,9.057296
-0.25,2,9.063035
-0.25,3,9.071622
-0.25,4,9.083592
-0.25,2,9.090319
-0.25,4,9.102807
-0.25,1,9.105978
-0.25,1,9.10935
-0.25,3,9.118311
-0.25,1,9.12098
-0.25,2,9.126909
-0.25,1,9.129954
-0.25,1,9.132832
-0.25,2,9.138366
-0.25,1,9.141396
-0.25,2,9.147346
0.75,5,9.161233
0.25,1,9.164169
0.25,1,9.167193
-0.25,1,9.170049
-0.25,2,9.175562
-0.75,6,9.192258
-0.25,7,9.211673
-0.25,1,9.214925
-0.25,2,9.220947
0.25,1,9.224104
0.25,1,9.227327
0.25,1,9.230393
-0.25,2,9.236195
-0.25,2,9.241725
-0.25,1,9.244571
-0.25,2,9.250314
-0.25,4,9.263516
0.25,2,9.269178
-0.25,1,9.272085
-0.25,2,9.27742
-0.25,2,9.283188
-0.25,1,9.286127
-0.25,2,9.291282
0.0,3,9.299877
-0.25,1,9.303135
-0.25,1,9.30645
0.5,7,9.326993
-0.25,3,9.335729
0.25,1,9.338958
-0.25,3,9.348073
-0.25,1,9.351121
-0.25,1,9.354103
-0.25,1,9.357128
0.25,7,9.377695
-0.25,5,9.392555
-0.75,1,9.395593
-0.75,3,9.404568
-0.25,4,9.416802
-0.25,1,9.419716
-0.25,5,9.434411
-0.25,2,9.440739
-0.25,3,9.449645
-0.25,1,9.452956
-0.25,1,9.456085
0.25,1,9.459284
-0.75,5,9.47423
-0.25,3,9.484428
-0.25,1,9.489245
-0.25,1,9.493461
1.25,5,9.507983
-0.25,5,9.521922
0.0,6,9.538705
-0.25,2,9.544627
-0.25,3,9.553388
-0.25,2,9.5592
-0.25,1,9.562361
-0.25,3,9.571506
-0.25,2,9.577588
-0.25,1,9.580674
-0.25,1,9.583694
-0.25,2,9.589763
0.25,1,9.592842
-0.25,5,9.607372
-0.25,3,9.615627
-0.25,1,9.618627
0.25,1,9.621602
-0.25,6,9.639467
-0.25,5,9.652748
-0.25,1,9.655809
-0.25,1,9.658634
-0.25,2,9.664329
0.25,1,9.667653
-0.25,1,9.670821
-0.25,2,9.675998
0.25,1,9.678749
-0.25,3,9.687297
0.75,7,9.706341
-0.25,2,9.712022
-0.25,2,9.71769
-0.25,2,9.723106
-0.25,2,9.728703
-0.25,2,9.734217
-0.25,1,9.737117
-0.25,1,9.73994
-0.25,3,9.748325
0.25,2,9.754294
0.25,6,9.771443
-0.25,1,9.774428
-0.25,1,9.77765
-0.25,5,9.792896
-0.25,3,9.80212
-0.25,1,9.805453
-0.25,1,9.808637
-0.25,5,9.822782
-0.25,3,9.831507
-0.25,1,9.83467
-0.25,4,9.845528
-0.25,1,9.848733
-0.25,3,9.856761
0.25,1,9.859778
-0.25,2,9.865154
-0.25,2,9.870832
-0.25,1,9.874252
-0.25,1,9.877244
0.25,1,9.880536
-0.25,3,9.8884
-0.25,1,9.891618
-0.25,3,9.900053
-0.25,3,9.908199
-0.25,1,9.911079
-0.25,2,9.916589
-0.25,1,9.919509
-0.25,1,9.922223
-0.25,1,9.925046
-0.25,1,9.927825
-0.25,2,9.933211
-0.25,1,9.936185
0.25,1,9.939166
-0.25,1,9.94206
-0.25,1,9.944867
0.25,1,9.948041
-0.25,1,9.950882
-0.25,2,9.95614
0.0,5,9.970052
-0.25,3,9.979043
-0.25,2,9.984799
-0.25,3,9.993471
-0.25,2,9.999314
2.5,6,10.015888
2.0,7,10.035104
-0.25,2,10.04076
-0.25,3,10.048619
-0.25,1,10.051481
-0.75,1,10.0545
-0.25,1,10.057458
-0.25,2,10.062974
-0.25,1,10.065847
-0.25,1,10.068714
0.25,1,10.401455
0.75,5,10.416038
0.0,6,10.432848
-0.25,4,10.443956
-0.25,2,10.449741
0.25,1,10.452839
-0.25,3,10.461936
1.25,8,10.485703
-0.25,1,10.488996
0.25,1,10.49247
-0.25,3,10.502062
-0.75,5,10.51711
-0.25,3,10.526154
-0.25,1,10.529293
-0.25,3,10.538151
-0.25,2,10.544022
-0.25,1,10.54745
-0.25,2,10.553969
-0.25,1,10.557071
-0.25,1,10.560507
-0.25,2,10.56645
-0.25,1,10.569474
-0.25,4,10.58096
-0.25,3,10.589494
-0.25,1,10.592277
-0.25,1,10.595237
-0.25,1,10.598411
-0.25,1,10.601645
-0.25,3,10.61062
0.25,6,10.628709
0.25,1,10.631913
0.25,1,10.635118
-0.25,3,10.643733
0.25,1,10.646641
-0.25,2,10.65211
-0.25,1,10.655216
-0.25,2,10.660701
-0.25,2,10.666324
