#{"t_start": 1788542983.2141814, "env_id": "None"}
r,l,t
-0.25,2,10.501535
2.25,7,10.521463
-3.75,10,10.548327
-1.25,1,10.550953
-0.25,2,10.555948
-8.25,10,10.579628
-8.25,10,10.60302
1.25,5,10.615721
0.75,4,10.628136
-0.75,1,10.631556
0.75,4,10.644424
-0.75,1,10.64739
0.75,3,10.655323
6.75,14,10.688232
-0.25,2,10.693347
-0.75,1,10.695944
0.25,3,10.70347
-3.25,8,10.724423
-0.25,2,10.729537
0.75,4,10.739198
-0.75,1,10.741926
2.25,7,10.758048
1.75,6,10.772834
0.75,1,10.775971
0.25,6,10.790595
1.25,3,10.797706
0.25,3,10.805343
-0.75,1,10.807948
-0.75,1,10.810624
2.25,4,10.819921
-1.25,1,10.822607
0.25,3,10.829643
5.25,12,10.859336
2.25,4,10.870848
1.75,6,10.889753
5.75,9,10.916795
-0.25,2,10.923711
-0.25,2,10.930551
-0.25,2,10.937449
-0.25,2,10.943866
-2.25,4,10.957211
0.25,3,10.966112
-0.25,2,10.972816
-0.25,2,10.978796
-0.25,2,10.985003
0.75,4,10.99748
-0.25,2,11.003588
3.75,6,11.020185
4.75,12,11.053493
-0.75,1,11.056349
-0.25,2,11.062093
-0.25,2,11.067811
0.25,3,11.076611
-0.75,1,11.079713
-2.25,7,11.099674
-0.25,2,11.106335
0.25,3,11.115142
2.75,8,11.137552
0.25,3,11.146849
0.75,3,11.15624
-0.75,1,11.15957
-0.25,2,11.165424
0.75,1,11.168507
-1.25,1,11.171701
-0.75,1,11.174822
-2.25,4,11.186361
1.25,5,11.200154
0.25,3,11.209284
-0.25,2,11.215638
-0.75,1,11.218931
1.75,4,11.231349
-0.25,2,11.237401
0.25,3,11.246549
-0.75,1,11.249632
-0.75,1,11.252981
0.75,4,11.263514
-4.25,6,11.278246
1.75,6,11.293564
3.25,9,11.316518
3.25,9,11.338518
-1.25,9,11.720314
0.75,4,11.733824
0.25,3,11.744268
-5.75,12,11.781767
0.25,3,11.791523
1.25,5,11.807939
-0.25,2,11.814386
-7.25,12,11.851596
4.75,7,11.87344
-0.75,1,11.876885
2.75,8,11.902017
-0.25,2,11.908762
-0.25,2,11.915065
2.75,8,11.940557
2.75,8,11.965248
1.25,5,11.981585
-4.25,6,12.000337
0.25,3,12.009564
-2.25,4,12.021694
1.25,5,12.035797
-0.25,2,12.042219
-1.25,1,12.045475
0.25,3,12.054408
0.75,1,12.057858
-0.25,2,12.063932
0.75,4,12.074647
4.75,12,12.107442
-0.75,1,12.110636
-1.25,1,12.113676
2.75,8,12.136558
-0.25,2,12.14254
-1.25,1,12.145469
2.25,7,12.164022
-0.25,2,12.169587
-0.75,1,12.172435
-2.25,4,12.182575
-0.75,1,12.185318
4.25,11,12.215536
-3.75,4,12.225736
1.25,5,12.237898
4.75,12,12.27317
1.25,5,12.288511
2.75,6,12.31049
-2.25,4,12.327637
-0.75,1,12.331969
0.75,3,12.345391
1.25,5,12.3652
5.0,16,12.414935
0.75,1,12.418288
-1.25,1,12.423092
-0.25,2,12.429628
1.75,6,12.447622
-0.75,1,12.450754
2.25,4,12.464141
-0.25,3,12.473105
-11.75,21,12.535134
2.25,7,12.559511
1.75,6,12.578011
0.75,4,12.590139
1.25,5,12.605628
3.25,9,12.631112
-0.25,2,12.637272
0.25,3,12.646097
-0.25,2,12.652276
-0.75,1,12.655967
0.75,4,12.669529
-0.75,1,12.673354
-0.25,8,12.709997
0.25,3,12.721994
-0.25,2,12.728151
-0.25,2,12.73388
1.75,6,12.755882
2.25,7,12.789564
0.75,4,12.81123
0.75,1,12.817351
-0.25,5,12.845935
-6.25,8,12.885075
-0.75,1,12.889637
-0.25,2,12.896476
3.25,7,12.918883
0.25,3,12.929163
6.25,15,12.975166
0.75,4,12.989374
5.25,10,13.024925
-0.25,3,13.035198
-8.75,15,13.080642
-0.25,2,13.088263
-0.75,1,13.092796
0.25,3,13.102222
-2.25,7,13.126107
-2.25,7,13.149817
0.25,3,13.159318
-0.75,1,13.162515
2.25,7,13.183412
0.25,3,13.192874
2.75,8,13.216138
-0.25,5,13.231236
-0.75,1,13.23443
0.75,1,13.239411
1.25,5,13.256367
2.25,7,13.277551
0.25,3,13.286564
0.25,4,13.298961
3.75,10,13.332512
-0.75,1,13.336244
-2.25,4,13.348452
-0.75,1,13.3517
0.75,1,13.355263
-0.25,2,13.361438
-0.75,1,13.364991
-0.25,2,13.373759
-0.75,1,13.380319
-0.75,1,13.386652
-0.25,2,13.941247
1.25,5,13.970433
-1.25,3,13.988607
0.75,1,13.994657
-0.75,1,14.00073
0.75,4,14.024843
-0.75,1,14.031544
-0.75,1,14.038389
-0.75,1,14.044886
-0.25,2,14.057862
-0.75,1,14.064148
-0.25,2,14.076063
0.25,3,14.093848
2.75,8,14.138729
1.75,6,14.172156
0.75,4,14.19466
-0.25,2,14.20657
-4.25,6,14.241302
1.25,5,14.270494
3.25,9,14.322383
-0.75,1,14.328794
-1.25,1,14.335357
-0.25,2,14.347941
0.75,3,14.365001
-0.75,1,14.371626
0.25,3,14.389102
-0.75,1,14.395285
